urls,title,brand,price,discount,category,category2,category3,category4,category5,category6,category7,persuasion
https://www.bristol.nl/nld/shoe-discountluchtmatras-geel-10164838-80.html,Luchtmatras Bristol,Bristol,3.19,20%,Aqua fun,Opblaas,Vaderdagcadeautjes minder dan 10 euro,Buitenspeelgoed,,,,
https://www.bristol.nl/nld/shoe-discountmatelas-gonflable-rose-10164832-63.html,Luchtmatras Bristol,Bristol,5.59,20%,Aqua fun,Opblaas,Vaderdagcadeautjes minder dan 10 euro,Buitenspeelgoed,,,,
https://www.bristol.nl/nld/shoe-discountluchtmatras-veelkleurig-10164834-99.html,Zwembad Bristol,Bristol,6.39,20%,Aqua fun,Opblaas,Vaderdagcadeautjes minder dan 10 euro,Buitenspeelgoed,,,,
https://www.bristol.nl/nld/shoe-discountluchtmatras-veelkleurig-10213552-99.html,Filter Bristol,Bristol,3.99,20%,Aqua fun,Opblaas,,,,,,
https://www.bristol.nl/nld/10164839-99-10164839-99.html,Zwembadzeil Bristol,Bristol,5.59,20%,Aqua fun,Opblaas,,,,,,
https://www.bristol.nl/nld/10164830-99-10164830-99.html,Afdekzeil,Bristol,7.19,20%,Aqua fun,Opblaas,,,,,,
https://www.bristol.nl/nld/shoe-discountluchtmatras-veelkleurig-10164840-99.html,Zwembad Bristol,Bristol,19.99,20%,Aqua fun,Opblaas,Vaderdagcadeautjes meer dan 20 euro,Buitenspeelgoed,,,,
https://www.bristol.nl/nld/451000-36-41-rubber-wom-dark-grey-41-10225949-21.html,Regenlaars Bristol,Bristol,19.99,20%,Regenlaarzen,Schoenen,Schoenen,Schoenen,,,,
https://www.bristol.nl/nld/451000-36-41-rubber-women-h-black-41-10225976-00.html,Regenlaars Bristol,Bristol,19.99,20%,Regenlaarzen,Schoenen,Schoenen,Schoenen,,,,
https://www.bristol.nl/nld/451001-36-41-rubber-women-l-brown-41-10225978-10.html,Regenlaars Bristol,Bristol,15.99,20%,Regenlaarzen,Schoenen,Schoenen,Schoenen,,,,
https://www.bristol.nl/nld/489999-31-38-rubber-unise-fuchsia-38-10225908-00.html,Clog Bristol,Bristol,9.99,0%,Zwemschoenen,Zwemschoenen,Aqua fun,,,,,
https://www.bristol.nl/nld/189999-footwear-unisex-othe-black-40-10225607-00.html,Schoen Panther,Bristol,9.99,,Sneakers,Sneakers,Canvasschoenen,Sneakers & instappers,,,,
https://www.bristol.nl/nld/189999-28-46-footw-unisex-othe-pink-41-10225532-00.html,Schoen Panther,Bristol,9.99,0%,Sneakers,Sneakers,Canvasschoenen,Sneakers & instappers,,,,
